纸人,小鬼,纸片,道士,棍子,烧香,穷鬼,砖头,小鸡,火柴,无头,纸人,纸张,公鸡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
艰苦,困难,顺利,生存,间断,穷,曲折,锤炼,充实,挫折,吃苦耐劳,艰苦,历经,顽强,锻练,劳动,艰苦奋斗,亲历,路程,野外,生死攸关,顽强拼搏,军旅,宿营,持久战,不懈努力,荒岛,枯燥,漫长,行军,艰难,严酷,渺茫,简陋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
配置文件,数据库,创建,访问,调用,应用程序,模块,内存,初始化,链接,视图,文件系统,自定义,映射,触发器,异步,程序运行,目录,菜单,死锁,磁盘,封装,控件,备份,测试用例,客户端,脚本,冗余,驱动程序,版本,复用,浏览器,存储空间,批处理,管理器,堆栈,数据仓库,读取,源代码,web,缓冲区,表单,窗体,命令行,类库,用例,日志,配置文件,安全策略,编辑器,过滤器,管理工具,适配器,工具栏,linux,控制台,服务器端,缓存,文件夹,配置管理,测试计划,数据备份,加载,默认,导出,导入,系统配置,模拟器,后序,数据包,容错,存储容量,xml,写入,文件目录,手动,卸载,镜像,服务端,中间件,config,图层,可执行文件,application,主程序,例程,环境变量,调优,cache,包中,session,滚动条,shell,路由表,机箱,多表,虚拟机,源码,虚拟内存,etc,管理程序,监听器,条目,插件,软件包,木马,拖动,单击,图元,重定向,共享内存,重命名,init,用户手册,安全等级,协处理器,样例,加锁,注解,复选框,发行版,系统资源,servlet,程序管理,gcc,下拉菜单,unix,eclipse,拦截器,apache,固件,控制面板,boot,注册表,系统启动,功能表,菜单项,fork,测试环境,debug,缺省,root,快捷方式,查杀,从文件,音频系统,保证数据,病毒程序,页眉,方向键,timer,快捷键,浏览者,首选项,dns,plugin,导入到,快照,显卡,ssh,回收站,css,跨平台,复制到,ccs,schema,command,虚拟环境,参数设置,开始菜单,双击,蒙版,user,分区表,桌面背景,蒙板,还原卡,总表,恶意软件,跳线,后台程序,绝对路径,个人主页,错误信息,恶意代码,擦除,hadoop,opengl,单线程,ptr,activity,机器运行,console,jdk,flask,头文件,素材库,攻击者,二级缓存,server,磁盘驱动器,适配,js,pos,拖放,遮罩,id,声卡,轮询,磁盘分区,相册,机器码,回滚,layout,子目录,获取数据,主机名,贴图,自启动,视口,内存空间,恶意程序,bash,相机,工具条,,,,,,,
振荡器,电子,电路,控制器,微处理器,定时器,程序控制,器件,可编程,数字电路,自动机,黑盒,波形,元件,引脚,脉冲,采样,差分,回路,正弦,转换器,浮点,耦合,电阻,原理图,频域,二极管,滤波器,滤波,电路设计,有源,功率,阵列,噪声,编码器,信号处理,负载,电流,三极管,模拟信号,振荡器,半导体器件,稳态,电压,发生器,前束,电平,仪器,示波器,数码管,频谱,光栅,电路板,磁,数字音频,运放,射频,电路图,放大器,单级,稳压电源,分频器,场效应管,方波,负反馈,阻抗,模拟量,晶体管,稳压,分配器,校准,计时器,时域,接法,检测器,缓冲器,并联,组态,整流,解调,相位差,数字信号,电子电路,振动,静电场,正弦波,电容,单管,载波,电位,步进,频带,控制电路,频率响应,导电,唱盘,高频,万用表,多普勒,声速,直流电源,分压,单摆,微波,电子器件,三相,微控制器,红外,液晶,偏置,低电平,电子仪器,管脚,音量,波长,分频,电功率,变阻器,集电极,成像,单相,实验台,赫兹,通量,谐振,电动势,驱动器,直流电,彩色电视,输出功率,母线,抗干扰,表在,光谱,稳压管,温度传感器,导体,硅脂,流体,电子钟,指针式,调速,功放,热敏电阻,力矩,改性,占空比,分析仪,用表,稳压器,处理单元,混合器,导电性,主机板,沟道,测量误差,天线,传送器,接收端,四元,频响,瞬态,电烙铁,偏振光,耦,响度,功率因数,电场,音质,超声波,记录器,内阻,电磁波,调音台,制备,千分尺,极化,放电,门限,单极,低频,线电压,接点,电荷,磁性,合成器,扬声器,微安,串接,硅油,电感,开关电源,电磁,电压表,灵敏度,互锁,交流电,水基,阻尼,自由电子,纳米,电流表,高容量,离子,球法,晶体结构,同轴,开环,机械波,相电压,恒压,打印头,等离子体,电信号,电容器,激光器,磁化,桥式,待测,电磁感应,硅,电位差,无源,量程,测量仪,声学,聚醚,红外光,过压,蜂鸣器,可控硅,
this,while,if,a,参考资料,break,句,continue,道,参考文献,out,catch,try,this,include,finally,word,vi,response,super,flash,read,i,that,until,wait,write,as,next,exit,exception,survive,not,parent,final,make,listening,start,margin,anyway,ensure,abandon,loop,find,option,inspire,schedule,expand,available,throw,todo,button,reference,bean,self,previous,absolutely,see,deserve,signal,mostly,reveal,move,bell,result,search,fade,handle,dean,apply,bottom,proof,stretch,year,constant,purchase,eventually,but,達,escape,pipe,junior,class,help,ones,statement,transition,中宏,each,div,completion,routine,part,down,decade,tick,run,too,return,style,to,process,get,then,cash,is,does,mistake,contract,menu,kiki,gets,before,access,destroy,register,score,connection,crash,success,did,tree,define,wilson,ve,mail,push,stop,throws,account,sort,window,rose,kill,question,pop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
现有,开发,包括,建立,具备,涉及,扩展,开设,优化,规划,完整,现状,评估,架构,进度,外部,库,外,引入,数量,命名,编制,小型,现有,占,规模,置换,可行性,合并,扩充,已有,为例,面积,已知,组建,拟,匹配,改造,共用,套,之外,发展前景,单个,单一,新建,现状及,原,样本,构架,拓宽,变更,新增,一套,可行,合计,现,拥有,潜在,限于,储备,复杂程度,占用,列为,兼容,总数,现阶段,中小型,取代,剩余,接纳,原先,所属,储备量,启用,总长度,裁减,重建,覆盖面,大中型,多人,原有,纳入,共计,条件成熟,原生,先期,扩容,旧,引进,比达,相适应,前述,现已,米,上仅,逐步完善,有别,另设,新开,开发新,支持性,尚存,存储量,填补,近三年,筹建,多条,此项,甲,开通,永久,最初,另有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
书面材料,报告,提交,书面,打印,盖章,填写,提纲,答辩,陈述,申请,报告书,任务书,仲裁,表等,签名,审查,予以考虑,上交,信件,纸质,处理结果,书信,写明,备忘录,协商,条理清楚,检查表,证据,总结报告,问卷,报表,审阅,装订成册,公示,并打印,真实性,履行义务,填表,慰问信,逐项,便条,计划书,信函,写清,邀请信,承诺书,电子签名,直接证明,复印件,进度表,求职信,有效期限,财务报表,实地调查,簿,评审组,修改意见,纪律处分,文字说明,核对,归档,章子,转述,原始记录,听取,评议,未留,整改意见,记录本,取证,调查过程,书面材料,档案,待查,写信,组织关系,身份证明,解聘,签订合同,个人简历,深入调查,调查报告,存档,互评,学生档案,人证,签订,附件,由该,感谢信,损益表,审定,账务,手写,所在单位,草拟,申请表,复印机,函,申报,自收,复印,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
条边,线,长度,直线,最短,条,弧长,多边形,三角形,切线,对角,矩形,宽度,平方,梯形,周长,最大公约数,夹角,宽,等距,线段,字形,端点,中点,泳道,各点,公倍数,角,角形,右端,面宽,直角,块数,有边,左端,求图,数比,个根,表面积,mn,头到,根数,个点,橡皮筋,条数,锐角,edf,交线,于点,数大,条边,各边,高线,字型,对角线,折线,若干条,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
主要参数,参数,性能指标,优缺点,大小,测试方法,说明书,规格,测量,容量,粒度,图及,选型,优劣,测试报告,等效,和表,主要参数,性能参数,比值,测,选购,测定,型号,测试数据,测量方法,技术参数,质量指标,单机,评测,标准型,与表,表是,产品简介,弹性模量,尺寸,机型,kn,主频,基本一致,单台,曲线图,限值,重量,点距,代号,如表,购机,测试项目,游标卡尺,截面积,余量,样品,测定方法,具体型号,机和,模数,硬指标,由表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
很难,简单,时,原因,最终,程度,难度,先,概率,有限,状况,至少,想象,估计,这一,话,小结,各种因素,办法,走,缺点,能用,很大,未能,缺少,比较简单,是从,地方,第一次,走样,找到,想,情景,中能,上能,只能,可能性,实际上,有没有,不好,足够,之内,难以,面对,阴影,不太,能以,根本原因,比较复杂,尚未,死循环,难于,难,很广,很快,无人,欠缺,陷入,缺乏,较难,是因为,看得见,各种各样,还会,试问,长时间,要会,确实,极差,内能,被忽视,角度看,无从谈起,最能,外界,里会,行不通,过早,上要,想要,不到,不长,很难,依然,总会,难度很大,并不大,几次,所能,试图,远远,碰到,得不到,时能,局限,一件,更难,未曾,不难,能过,不大可能,缺乏经验,并未,能带,怪圈,百分之百,也许,有人,寸步难行,有时候,实在,同理,当一,关键在于,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
修正,初步,转换,验证,测试,判断,正确性,修改,改进,观察,错误,调整,判定,估算,重复,确认,误差,初始,反馈,周数,二次,放大,空,校正,纠正,修正,基准,初值,渐进,纠错,修补,步,补足,偏移,反向,补,收回,当周,变动,佐证,改良,更改,调适,概略,偏差,微调,追加,惯性,终值,改正,分析判断,次后,回退,预设,比前,完全符合,换算,补全,回,更正,移,暗示,分后,不足之处,同上,推算,修整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
主旨,目的,意义,表达,含义,着重,主题,阐述,细节,内核,内涵,阐明,段落,命题,围绕,侧重于,对话,概括,篇章,承上启下,宗旨,表述,目,义,说明文,以此,揭示,范例,文体,连贯,叙述,中心思想,篇幅,简练,纲要,大纲,描写,侧重,思路清晰,通俗易懂,中所,涵义,标题,条理清晰,传达,主线,脉络,构思,主旨,核心思想,充分体现,体裁,穿插,伟大意义,简明,简明扼要,结束语,提炼,重在,中用,叙事,论据,这句,开篇,方略,自拟,隐喻,开头,引申,例证,关键点,阐释,暗喻,核心内容,求精,宏大,所作,求是,前半部,要义,聚焦,出发点,所要,弦外之音,切入点,小节,赏析,立论,由头,不拘一格,精神实质,第五回,纲领,侧重点,谋篇布局,意,潜台词,匹夫有责,首尾呼应,提要,第三段,而设,路数,对以,不以,紧紧围绕,基本点,反复强调,结尾,诚,破阵子,切题,第二段,字里行间,引,精练,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
改革,提出,进程,探索,政策,制度,体制,改革,运行机制,深化,归并,推进,中央,变革,着力,改,重组,依法治国,从严治党,历史性,贯彻落实,改革方案,方针政策,积极探索,明确提出,总体方案,分配机制,历次,利民,深化改革,重要讲话,人事,教改,管理层,决策层,勇于创新,大局,事业部制,这项,带头,新动向,政策方针,遴选,对内,成建制,认真贯彻,反腐倡廉,开放政策,各省,党的建设,中方,举措,油气,强省,总任务,简并,土地改革,队伍,两会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
趣味性,兴趣,锻炼,互动,实用性,游戏,体验,创新性,知识性,新颖,趣味性,个性,可读性,交互性,创意,真实感,动脑,娱乐,体育运动,多样性,操作性,专业性,乐趣,性强,有趣,启发性,条理性,枯燥乏味,随机性,体验性,可选择性,生动有趣,贴近生活,情趣,策略性,动态效果,时代感,生动活泼,参与性,可塑性,趣,表达力,方便性,大众性,艺术性,角色扮演,表现力,趣味无穷,技巧性,新创意,玩转,耐玩,竞答,自由度,挑战性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日趋,异常,面临,竞争,演变,正,越来越,形势,制约,诸多,渗透到,最为,几何级数,变得,增多,渗透,数项,趋,复杂化,混乱,推移,频繁,遍及,渐增,多国,趋于,越来越快,近年,市场需求,日益频繁,层出不穷,受到重视,应运而生,前所未有,愈来愈多,不可避免,主导地位,日益增长,断,接受程度,短缺,已较,供不应求,常态,陷于,日趋,早已,老龄化,愈来愈,饱和,渐渐,频发,屡见不鲜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
面像,二分,面,一元,五角,面像,印出,一个样,硬币,为头,正面,刘海,人脸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
统考,专业课,考试,期末考试,及格,笔试,试,平时成绩,总成绩,闭卷,院校,考核成绩,控制线,片内,评阅,综合测试,教育部,闭卷考试,考试成绩,试卷,文理,科目,总分,国家教育部,入学考试,考,单科,安徽省,志愿,四川省,开卷,八中,平均分,开卷考试,百分制,考生,师范类,口试,操作题,成绩表,报名,作文题目,主观题,独立设置,四六级,艺体,科举,统考,机试,面试,教师资格,大学语文,英语六级,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
求主,父,用主,教会,善行,求主,权能,神,以主,行善,爱是,藉,悦纳,必在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
买办,银行家,富,上海,文氏,报童,徽商,孙家,帐簿,厂主,晋商,头等,三元里,钟点,货郎,冯氏,买办,商人,张家,税赋,张胜,富国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
表达式,函数,表达式,求解,变量,输入输出,公式,图形,线性,常量,等价,方程,一维,乘法,数据模型,求法,给定,向量,流程图,表示法,示例,推导,解法,微分,加法,例子,多项式,会求,互斥,谓词,微分方程,系数,物理量,化简,极值,正交,转换成,非线性,前序,常数,约束条件,图表,导数,收敛性,并集,数列,求导,四则运算,矢量,最大值,假设,算子,框图,通解,梯度,方程组,求值,除法,插值,举例说明,余弦,方差,直方图,减法,最小值,反函数,行列式,法线,正态分布,生成器,三角函数,初始条件,乘除,概率分布,坐标系,极坐标,相关系数,求函数,复数,下标,无穷大,真值,周期函数,拟合,充分条件,归纳法,特征值,展开式,原函数,线性规划,线性相关,计算公式,取值,查表,随机变量,代换,即该,等式,聚类分析,正整数,关系式,有效数字,线性关系,渐近线,刚体,用定,单位向量,指数函数,分析模型,充要条件,内积,乘数,能求,项为,邻域,值域,ln,不等式,最值,可导,边界条件,相乘,cosx,标量,代数和,正负,标准差,置信区间,乘积,读数,缩放,取整,实数,定义域,奇偶性,假定,空集,自变量,y,欧姆定律,对图,流式,反证法,记为,求出,有效值,计算结果,补集,有理数,并求,初始状态,图所,所示,相除,初始值,三视图,sum,值时,共轭,图象,代入,省略,sinx,近似值,坐标轴,步长,右移,出该,质点,绝对值,左移,某点,共价,相减,对数,图形符号,归一化,平均速度,试求,表不,ax,式子,除以,爆破音,题意,记作,圆周率,置信度,反演,variable,值为,截距,动能定理,方程式,计算出来,各题,行数,参数值,触点,乘方,等差数列,阶乘,碱金属,质心,序数,动量定理,图线,估计值,杂化,主句,反例,电势,非零,恒等,题中,频数,分式,定值,排列组合,方差分析,现值,机械能,鲁棒性,,,,,,,,,
软件工程,计算机科学,软件工程,计算机专业,软件开发,软件设计,计算机硬件,离散数学,程序开发,网络工程,计算机软件,高等数学,软件测试,信息安全,线性代数,数据挖掘,西安电子科技大学,计算机相关,图像处理,数理统计,信息管理,信息检索,主干课程,计算机领域,图形处理,软件技术,电气,程序员,办公自动化,计算机系,信息科学,北京邮电大学,信息工程,电工,动画设计,平面设计,市场营销,管理学,地理信息系统,三维动画,大学物理,数控,西北工业大学,工程学,前端开发,统计学,信息学,管理系,财务管理,人才需求,工程学院,理工类,微电子,大连理工大学,土木工程,通信工程,机械工程,汉语言,经管类,经管,计算机行业,发展前途,机电类,模电,非技术,商务英语,工学,外语类,会计,广告设计,管理科学,生态学,水利水电,软件产业,财务会计,运筹学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
生态圈,领域,核心,模式,用户,连接,服务,体系,平台,创新,矩阵,解决方案,团队,构建,互联网,生命周期,驱动,拓展,交互,中心,网,共享,布局,智能,电子商务,业务,链,前沿技术,搭建,环,数字化,战略,整合,融合,消费者,多元,运作,开放,涵盖,产业,商业,海量,数据共享,渠道,国际化,延伸,在线,人才培养,互联,知识产权,业务流程,集群,物流,聚合,商,注入,共享资源,和物,依托,资本,培育,硬件平台,基地,数据安全,电子信息,重构,一体化,载体,网络化,交互方式,连接器,应用服务,运营,资源共享,社交,企业级,生态,杭州,体育,创意设计,泛,融,软件平台,差异化,客户关系,为物,零售,金融,供应链,物联,高端,外延,智能家居,科创,商业模式,合作开发,智能化,位置服务,多元化,打造,产品开发,中小企业,信息流,资源整合,全域,分发,物流配送,物与物,服务提供者,圈,深耕细作,客户服务,衍生,一环,产销,品牌,科技型,到物,良好环境,加速器,商城,配送,优质,服务中心,棱镜,互联网安全,交易中心,互联网服务,构,生态圈,数据服务,辐射,战略重点,创业项目,愿景,海尔,及云,家居,协作关系,闭环,金融服务,为知,构想,以人为本,高新产业,分销,势能,战略规划,提供商,创业者,共建,相互合作,核心理念,及线,相互协作,对接,版块,版权保护,产品线,生态系统,服务体系,知名企业,助力,互利,服务平台,消费市场,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宣传,活动,传递,参与,发布,媒体,同行,网上,传播,新闻,对外,推广,策划,新闻报道,销售,公开,网络平台,动员,节目,广告,群众,假,包装,营销,宣讲,可信度,事迹,利用网络,全民,传播方式,余力,港澳台,拍摄,网络营销,促成,影视节目,热门话题,影响力,专题报道,公益活动,促销,和关,海报,防骗,自发,社会公众,要举,新闻稿,拉赞助,下功夫,座谈会,内幕,宣传,声誉,深入基层,防毒,深入群众,拍照,实际效果,宣传片,传播速度,志愿者,通告,公众,大众,广泛传播,澄清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非正式,交换,成员,场合,口头,交际,谈话,握手,简短,友好,会议,相互间,问卷调查,公式化,高层,正式,交谈,团体,多边,中非,英式,中是,非正式,商务活动,出席,舞会,面对面,共餐,问候语,外交部,相互交换,外宾,派对,相关者,华盛顿,集会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
射击,攻击,每分钟,远程,精度,方阵,制导,空域,防御,命中率,架设,精确,爆破,武器,激光,慢速,秒表,近距离,军官,无线电,发射,器材,双机,战术,短距离,跳,四门,准确度,慢镜头,命中,入网,我军,保卫者,抽,战场,救火,制式,望远镜,漂移,作战,机动,划艇,战时,铅球,硬核,轻武器,实弹,卧姿,地形,战线,官兵,弹道,阵地,飞越,持枪,空翻,器械,靶,捕手,哨兵,卧倒,击中,队形,主动攻击,专业训练,进攻,半自动,跪姿,实弹射击,蹲下,蹲,单兵,立姿,狩猎,隐身,中弹,计时,射击,制敌,敌人,骑,滑行,侦察,精确度,炸弹,分队,掩蔽,击发,驾驶,后坐,装填,焊枪,重装,标枪,爬行,杀,子弹,后退,测距,电子对抗,坦克,瞄准,捕食者,跳远,轰炸,逃生,跳高,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风土人情,文化,特色,出发,旅行,感受,文化背景,地图,文化差异,人文,向导,探寻,旅游,地域,游览,名胜古迹,全貌,景点,实地考察,游客,丰富多彩,问路,民情,水土,周游,切身,重庆,哪些地方,风俗习惯,玉林,江南,旅游景点,方言,足迹,最南端,民俗,百姓生活,风土人情,漫游,西安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自白,段,伪,逼,日记,一段,偶,兔,八线,難,以自,第一段,盲,述,疯人院,告白,以表,自白,忠告,講,感想,个人经历,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
工程项目,工程,项目,项目名称,设计方案,验收,构件,方案设计,设计阶段,审计,工程设计,站点,总体设计,可行性研究,工程项目,初步设计,建设者,监理,预,试运行,规划设计,科研项目,工程建设,立项,开发阶段,省级,十二五,建库,项目组,及子,设计标准,项目编号,施工,招标,新进展,建筑工程,贯通,项目风险,科研课题,途经,现金流量,所涉,城市道路,加油站,资质等级,工程预算,承建,油藏,敷设,总长,规划局,建设期,地质灾害,变电,项目部,比选,管理站,变电站,户内,大型项目,综合利用,利润总额,开发进度,集团公司,销售收入,投资总额,履约,投建,全面完成,工程质量,工程验收,勘探,万方,水利工程,工程进度,筹资,资金来源,控制性,建设周期,投标,重大项目,劳务,偿债,如期完成,总工,投资额,项目选择,技术改造,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
故障,调试,安装,中断,检测,检查,现象,关闭,发生,故障,阻塞,拥塞,开关,电源,管道,出错,漏洞,功能测试,抖动,限界,装置,故障诊断,线缆,技术人员,维修,线路,系统故障,机上,失误,丢失,常见故障,修,安全隐患,短路,延时,排错,车辆,冷启动,接地,排除故障,交通灯,失效,飞机,变压器,接线,错误操作,用电,及时发现,联调,停车,供电,带电,地震,机件,掉电,车轮,左后,升降,输油管,热启动,安全设备,探伤,配线,磨损,停放,电,老化,突发,断开,机内,改装,安全事件,损坏,运行状况,退货,油管,火灾,电缆,启停,缆线,告警,开机,黑匣子,多台,信号灯,油井,火警,上电,待机,充电,差错,泄漏,电器,车,过流,蓝屏,事故,插座,过载,异常现象,拆卸,网络故障,电量,拆装,旁路,异常情况,报废,火情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
